id,class,SLC10A2,AC018541.1,AC003984.1,AC018467.1,UGT1A9,AC087762.1,SLC17A4,PLG,AL138826.1,AFM,CYP4A11,CYP4A22,LINC02061,OR2T10,AC138089.1,A1CF,AC073346.1,LINC02275,AC087379.2,GSTA2,ARSF,AL080248.1,AC002401.1,AC124854.1,GSTA7P,AC027458.1,NTS,LGSN,AC021744.1,SLC47A1,AVPR1B,SLC6A3,TAL2,ZYG11A,LINC00887,AL158070.2,GLYATL2,CAPN14,CREB3L3,LY6E-DT,ENPP7P8,AP004782.1,AL033381.1,AC008554.1,GYPA,CIB4,LINC01060,AL163636.1,SLC47A1P1,ENPP7P7,AC007953.1,LINC01886,AC019193.3,RNA5SP107,AC018742.1,LINC01714,AC025627.1,AP002761.2,FAM205C,OSTM1-AS1,FABP7,LINC01077,TTC21B-AS1,LINC00462,AL109615.1,KISS1R,AC073115.2,AC015977.1,AC073115.1,AC009084.1,RPL37P11,LINC02310,AC104316.2,OR10Q1,AC099786.1,EGLN3-AS1,HMGN1P13,AL450322.1,DHFRP2,UQCRB,AC093583.1,LINC01788,WT1,FGB,KRT223P,SORCS3,LBP,FGA,LINC01559,AP000424.1,AC108749.1,TFF2,HSD52,AC013391.3,C5orf46,AC011352.3,AC114803.1,AL109946.1,ADAM18,AC011352.1,AC007326.1,AC079466.1,AL391845.2,SFTA1P,HTR6,SCGB3A2,GSG1L2,PPDPFL,DEFB131E,OPN4,ELDR,LINC00460,APOL5,DDX43P3,AC068492.1,AC010729.2,AP003100.1,RNU2-52P,SLC18A3,AC133637.1,AC006262.2,LINC00160,AC008060.4,LINC02703,AC008060.1,LINC02195,AL596087.2,AC113346.1,LINC01234,LINC01522
TCGA-P4-A5E7-01A,1,0.092712926,0,0.057429545,0,0,0.084082407,1.005627932,0.008699664,0.039674535,0.012351508,0.014240932,0,0,0.086298827,0.056452364,0.076214594,0.714372697,0.240288996,0,0.287380271,0.03739999,0,0.114306,0.105760632,0,0.130173805,0.103594863,0.018995651,0,0.250910418,1.090152991,0,0.082462858,0.035148779,1.216654823,0,0.044733059,0.106894959,0.030850499,0.042708213,0.051050742,0.407052432,0.086493907,0.79702358,0,0.198046778,0,0.254836435,0,0.025040742,0.141906519,0.267207032,0.143369504,1.075223986,0.061777876,0.626206422,0.037635985,0.0873828,0,0.023990417,0.010167813,0.189226419,0.074230108,0.239407659,0.059915941,0.633445444,0.187841102,0.268041878,0.195435565,0.085241424,0.26090361,0,0.306541886,0.128332131,0,0,0,0,0,0,0.057089235,0,0.006751929,7.788110172,0.421682623,0.004821181,0,1.181469886,0.460303281,0,0,0.033153207,0.010501546,0,0,0,0.456529695,0.10279749,0.007259033,0,0.549324039,0,0.01417566,0.069577319,0.055056473,0.05087965,0,0,0.040190118,0,0.028118384,0.619133487,0,0.120494457,0,0,0,0.266753857,0,0,0.268473995,0.188031702,0,0.084337234,0.017836271,0,0,0,0.024619923,0.124262021
TCGA-5P-A9JU-01A,1,0.012755315,0.318927296,0.572012945,3.045047155,4.806442519,0.364074766,0.379186274,0.00378938,0.284790582,0.29198996,0.459724527,0.037156199,0.263461048,0.440841273,0.333750349,1.120493811,4.257496242,0.473277147,0.650775479,2.685125106,0.489034388,0.830612985,0.193350953,1.443535931,0.20140674,0.038960238,0,0.028811564,1.859380392,1.565019286,0.821912691,0.032197575,2.211696464,0.802020521,1.65881305,0.423952815,0.857989877,0.223066628,1.535320169,0.998043563,0.645101101,0.007034389,0.784896929,1.86724069,1.005846403,0.045431576,0.587919226,0.5229148,0.335687365,1.281728745,0.730490821,0,0.043048112,0,0.027188924,0,1.164297093,0.03864921,0.059337946,0,0.127321443,0.057455642,0.073789581,0.049470575,0.288383484,0.310003089,0.042971692,0.04207537,0.044800935,0,0,1.369661842,0.388276941,0,0.460129694,0.076531221,0,0,0.127009506,0,0.325097378,0.011558572,0.011723705,0.008911866,0.055703665,0.207005262,0.107032269,0,0,0.183562871,0,0,0,0.032875348,0,0,2.759813869,0.263893049,0.012602586,0,0.051910729,0,0,0.118943985,0.024199159,0,0,0.057619771,0.102595031,0,0.177886319,0,0.016737049,0,0.192965071,0,0,0.339072403,0,0.106241567,0.109770298,0,0.025784356,0,0.030883102,0,0,0,0.037304805,0
TCGA-BQ-5875-01A,1,0.162183535,0,0.341325851,0.016151967,2.846289234,0.038288061,0.592287787,0,0,0,0.006399365,0.0128726,0,0.052183871,0,0.035921395,0.067445182,0.335115056,0,0.871652637,0.033565856,0.181052089,0.151669054,0,0.054641385,0.154250198,0.756599749,0.01279667,0.044743069,0.034669824,0.155906517,0.016681145,0.211846478,0.005305278,0.115406913,0,0.104698511,0,0.063782551,0.204892301,0.215886791,0.098315559,0.111766618,0.227231524,0,0.023589521,0.550373305,0.096619678,0.584473315,0.15036203,0.282339045,0.366980087,0,0,0,0,0.692357881,0,0.066545544,0,0.009116597,0,0.047960175,0,0,0.02939938,0.087215497,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081183082,0,0.012080966,0.097941987,0.92033332,1.809486274,0.050013007,0,0.006297599,0.188827826,0,0,0.009415938,0,0,0,0,0.210651882,0.006507867,0,0.202928388,0.005591848,0.037804556,0.092785432,0.242502503,0,0,0.012066359,0,0,0,0,0,0,0.052238509,0.041027117,0,0.125673405,0.05064763,0,0,0,3.779325237,0,3.677665663,0,0,0,0.005553264,0.111860625
TCGA-GL-A9DC-01A,1,0.783390901,0.027683907,0.022435333,1.695849438,0.678970319,0.096912711,1.196729942,0.005042551,0.175204909,0.083695153,0.974346635,0.18767749,0.55264895,0.388759202,0.127506051,0.783351687,1.829986,0.218799898,0,1.280436715,1.384900992,1.18054303,0.131542121,0,0.070200957,0.629119849,0.060873251,0.121989004,0,0.286798136,1.346511183,0.028611745,1.109556127,0.060504947,1.810060045,0.096131903,0.961987868,0.137730434,0.058950364,0.016632416,0.187777871,0.272888544,0.037048881,0.580918144,0.00914741,0.089342714,0.941775694,0.472715557,0.120606714,0.33745115,0,0.272459503,0.111892276,0.450175352,0.972643651,1.024161888,1.192341662,0.100699377,0,0,0.01176559,0,0.085601174,0.033117753,0,0.47051762,0.056929875,0,0.059341183,0,0,0.257333343,0.09561832,0.119244859,0,0,0,0.099455834,0,0,0.02671987,0.060511259,0.112991264,3.504954717,0.996921965,0.496520355,0.110683922,1.509184372,2.41836654,0.476513187,0,0.112021985,0.024201595,0,0,0,0.364362857,0.545570753,0.016753465,0,0.946139315,0.021550189,0,0,0.032127276,0,0,0.015567846,0.046430384,0,0.021751396,0.301814231,0.022239226,0,0.067129614,0,0,0,0,0,0.109607856,0,0,0,0,0,0,0,0.090533645,0.333831823
TCGA-B9-A8YH-01A,1,0.365803114,0.019093311,0.133553933,0.516036915,0.518373562,0,0.733877137,2.280794177,0.031674174,0.141012803,3.811356515,0.682606409,0.297796235,0.069119121,0.380523914,1.770688371,1.168000021,0.225170879,0.046299808,0.08201437,0.982385467,1.369374133,0,0.084819364,0,0.03570604,0,0.015143263,0.116283088,0.776480653,1.691586109,0,0.409061029,0.113448027,0.551922807,0.013606765,0.115796737,0.064774696,0.119075475,0.69770785,0.447028119,0.03192055,0.063114123,1.861055662,0.079783385,0,0.527417019,0.386949507,1.047691811,1.17281353,0,0.013682375,0.222015793,0.704464575,0.02490946,0,2.841037267,0.136745863,0.01504474,0,0,1.314827583,0.132352942,1.643247794,0.047901196,0.013131077,0.151479923,0,0.157683422,0.068267267,0,0.038231766,0.359199055,0.021213481,0,0,0,0.316585696,0.039955125,0,0.045632387,0.021092335,0.005377979,1.18308011,0.07595083,0,0.524721026,1.567910332,0.065751817,0.029561509,0,0.026455829,0.024956214,0,0.017876536,0.036895021,0,0.041801732,0.005782099,0,0.619761199,0,0.044666574,0.135325249,0,0,0,0,0,0.225112519,0.029830113,0.21413479,0,0,0,0,0,0,0,0,0.076255806,0,0,0.067538939,0,0,0,0,0,0.949315143
TCGA-Y8-A895-01A,1,0.622576853,0,0.067875405,0.35796601,0.036436363,0,1.815937244,0.009285758,0,0,0.362824186,0.030478676,0.244232664,0.061946059,0.0304085,0.239005742,0.273842402,0.160887117,0,0.150320378,0.201049291,1.116329009,0.233954382,0,0,0.093837299,0,0.010170865,0.053138755,0.120236155,0.377458957,0,0.393964026,0.155870749,0.794154012,0.018217073,0.03197928,0.029313621,0.043717876,0.153503176,0.018374772,0.059356196,0.116301428,1.854420017,0.008436872,0,0.045673309,0.270538827,0.330303761,0.534661637,0.052113583,0,0.333730158,0.419730301,0,0.058587098,1.089955944,0.047301931,0,0,0.063922898,0.262432579,0.034437647,1.245110299,0.06387709,0.017581189,0,0,0.054804944,0.090824907,0,0,0.250422148,0,0,0,0,0,0,0,0.012380658,0,0,0,0.353736528,0,0.015075019,0,0.094561073,0.077955408,0,0,0.033367777,0,0,0,0,0.096247826,0.023121261,0,0.292631639,0.006658114,0.030100481,0,0,0,0,0,0,0,0,0.123537022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097694836,0,0,0.006612189,0.132286615
TCGA-B1-A47M-01A,1,0.460632641,0,0.063025469,0.039313361,0.049805478,0,1.072861445,0,0,0.013575764,0.822935087,0.092170441,0,0.063762298,0.178412933,0.059322472,0,0.081782694,0.293040634,0.368318566,0,0.219139378,0,0,0.360801327,0,0,0,0,0.042419166,0.235533518,0,0.69106901,0.025849518,1.200106073,0.01875955,0.201704991,0.05974764,0,0.193031584,0.037598864,0.078089762,0,0.242595871,0,0,0.253562468,0.311230735,0.261521192,0.299858952,0.2035655,0.018863605,0.38555697,0,0,0.22743325,0.335212865,0,0,0,0.033272947,0.329811075,0.070063923,1.188475359,0.065748666,0.071094829,0.106285337,0,0,0,0.101188202,0,0.934406338,0,0,0,0,0,0,0,0.012750103,0,0,0,0.035464095,0.031514278,0,0,0.147097981,0.11872889,0,0,0.01154317,0,0.141855542,0,0,0.014571048,0.01591596,0.075200534,0.454786612,0,0.076268877,0.038667669,0.015345416,0.028195054,0,0,0.044131831,0,0,1.098835669,0,0,0,0,0,0,0,0,0,0.043504513,0,0,0.076853099,0.100523279,0,0,0.006809906,0.13607026
TCGA-PJ-A5Z9-01A,1,0.702452128,0,0.031641411,0.269952295,0.03726114,0,1.16890608,0.035299527,0,0.172182641,0.1866574,0.080427574,0.130069137,0,0,1.16613428,0.789870864,0.100853474,0,0.311172454,0.981953788,1.302322438,0.34498343,0,0,0.07253045,0,0.03098734,0.298986937,0.438955589,0.544844852,0,0.900904789,0.028851727,0.73301075,0.027858683,0.185951187,0.055708843,0.359802049,0.135449992,0.160928017,0.013221422,0.052144037,0.628169087,0,0,0.59767516,0.507896516,0.602295775,0.457170909,0.079209755,0,0.15587994,1.619423268,0.193251559,0,0.429071362,0.205926676,0.010335447,0,0.016618636,0,0.135989004,0,0.09688744,0,0,0,0,0.137114387,0,0.0775919,0,0,0,0,0,0,0.230623136,0,0.018953512,0.021695001,0.186905282,0.20379913,0.05251945,0.157237899,0.023066907,0.022870221,0,0.226980132,0,0.05391689,0,0.030982076,0,0,0,0.084730843,0.011872001,0,0.096273516,0,0.023148882,0.112282645,0,0,0,0,0,0,0,0,0,0.099423513,0,0,0,0,0,0,0.052732052,0,0,0,0,0,0,0,0.049969503,0.198301938
TCGA-HE-A5NK-01A,1,0.08749282,0,0.09012759,0,0.091119152,0,0.257602084,0.008877201,0,0,0,0.014647123,0.30462255,0,0,0.005903883,0,0.03852644,0,1.421968696,0,0,0,0,0,0,0,0.009723496,0.099938354,4.762431574,0.024779873,0.012679191,0.084102625,0.082326241,1.792981892,0,0.174467581,0.041846936,0.041816132,0.085861466,0,0.171432749,0.016444827,0.571001766,0,0,0,0.109510509,0.244208252,0,0.434661482,0.134501397,0,0.976967357,0.237058568,0.110005529,0.147809792,0.173048709,0,0,0.020676328,0.131388549,0.065134884,0.268637881,0,0.066094915,0,0,0,0,0,0,0,0.053769571,0,0,0,0,0,0,0.046774208,0,0.054218637,2.403200683,0.216201807,0,0.056807741,1.818991992,0.028460725,0.074602353,0,0,0,0,0.045391328,0,0,0.154516192,0.014776655,0,0,0,0.028785198,0,0.028354187,0,0,0,0,0,0,0.9937097,0,0,0,0,0,0,0,0,0.455289197,0.079734066,0,0.167185515,0,0.487302471,0,0.497353656,1.525742196,0.243160515
TCGA-5P-A9KA-01A,1,0.255396813,0,0.133547095,0.23229885,0.216060802,0.155514837,1.496653633,0.389258148,0.049983654,0.031031811,2.126863152,0.559856939,0.101410087,0.272429259,0.105253219,0.346894508,0.032107625,0.195737371,0,0,0.015880896,0.958370399,0.143070799,0,0,0.056301104,0,0.006031484,0.062723705,0.048670221,0.707722386,0.091696617,0.200066473,0.115237948,0.828130714,0.021550058,0.056331146,0.085119105,0.051633753,0.266165872,0.145695895,0.079768891,0.050341162,2.035019246,0.01990468,0,0.772766526,0.558042692,0.080155041,0.460829198,0.120518831,0.084790902,0.062169629,0,0,0.069131478,1.86395019,0.10962654,0.007983975,0,0.025574649,1.439878878,0.080276958,2.217749964,0.07534895,0.04130175,0,0,0.064683755,0,0,0,0,0.03354605,0,0,0,0,0.06294811,0,0.014651231,0,0,5.309786895,0.080292223,0,0.334847368,2.047067493,1.328820563,0.135709435,0,0,0.026409466,0,0.028288092,0,0,0.081832824,0.00917205,0,0.146041657,0,0.017900185,0.087424454,0,0,0.039361582,0,0.050630872,0,0,0.996598954,0,0.077336252,0,0,0,0,0,0,0.19367116,0.276453718,0,0.105833737,0,0.320693449,0,0,0.007827711,0.596255491
TCGA-A4-7734-01A,1,0.404613828,0.033622356,0.244131981,0.025311703,0.071264461,0.030181188,0.825088555,0,0,0,0.092740274,0,0,0,0,0.0794578,0.21787432,0.169368201,0,0.014859178,0.052423166,0.04967838,0,0.099563755,0,0.262522979,0,0.003363913,0,0,0.708331404,0.00876548,0.457316506,0.020739559,1.541762675,0.023995414,0.052385819,0.033800353,0.014572102,0.079221017,0,0.161936083,0.115170258,0.942503685,0.005573196,0,0,0.387941609,0.277662,0.878752916,0.034601228,0,0.034971465,0,0.043797617,0.149782806,0.990524664,0.178839973,0.017734876,0,0.021406656,0,0.015252102,0.040205666,0,0.011626194,0,0,0.036399559,0,0,0,0.22254293,0,0,0,0,0.061332331,0.035413549,0,0.064193655,0,0.105696603,1.370841772,1.288675982,0.283286247,0.029693719,0.437141843,0.701191258,0.242690891,0.025377213,0,0,0,0,0,0,0.055228554,0.020363754,0,0.645159574,0,0.087611737,0.07342925,0.009850828,0,0,0,0,0,0.032961149,0.359737928,0,0.085926439,0,0,0,0,0,0,0.173878582,0,0,0.145392628,0,0,0,0,0,0.763063005
TCGA-SX-A7SR-01A,1,0.027225247,0,0.182296378,0,0.069925793,0,1.118084567,0.068872648,0,0,0.360385965,0.070042529,0,0.237430904,0.06988344,0.094196219,0.550789157,0.434931058,0,0.19687366,0.149102426,0.245549099,0.14084583,0,0,0.349396843,0,0,0,2.534224066,1.984070582,0.007739876,0.631069047,0.014676003,0.615037376,0.103019734,0.226173832,0.017147501,0.0632323,0.277100016,0.309088655,0.068919364,0.097422423,0.916616004,0,0.06454099,0.65724436,0.469328394,0.153673296,0.120489293,0.060534162,0.103574744,0.119863191,0.837367901,0,0.068029248,1.693916506,0.054959746,0,0,0.025160818,0,0.013471067,0.035546381,0,0.060534162,0.061068133,0,0,0.105276259,0,0.059289952,0.287863978,0,0,0,0,0,0.121334348,0,0.028683972,0.016501798,0,7.934143547,0.020163637,0.029723249,0.052014319,2.142461182,0.109584649,0,0,0,0.025982248,0,0,0,0,0.032754879,0,0,0.39437293,0,0.151246699,0,0,0.031850805,0,0,0,0.159951072,0,0.604800554,0.023876687,0,0.071990981,0,0,0,0,0,0.294100487,0,0,0,0,0,0,0,0.007700281,0.078523888
TCGA-BQ-5890-01A,1,0.26483524,0.114436964,0.297435837,0.050202638,1.705982329,0,1.970950942,0.027411036,0,0.051521266,0.245206678,0.040105203,0.405685443,0.120199896,0.135444561,0.72240555,0.562345183,0.177389398,0.397874564,1.358268321,0.191434348,1.285021533,0.738341361,0.3826745,0.043136905,0,0.012560693,0.147198384,0.93840775,0.205388256,0.795610979,0.950631523,1.083596251,0.616367994,1.072716917,0.05927487,0.22669916,0.014587549,0.542977041,0.186036991,0.392948407,0.270186619,0.104621402,0.711163811,0.107600734,0.036925026,0,0.229545932,0.573647232,1.373915635,0.341524895,0.036054059,0.19820009,0.152450205,0.022071962,0,0.756333351,0,0.12393354,0.005671673,0.014310861,2.655523257,0.030354187,3.032175437,0.083750581,0.123045983,0,0,0.07192559,0.174641184,0,0.131046703,0.41541554,0,0,0,0,0,0,0,0.095279475,0,0.241022438,0.00722602,0.110698865,0.023629177,0.019869832,0.01970022,0.009891211,0.220243423,0,0,0.007408869,0,0.031499628,0.03270762,0.336092071,0,0,0,0,0.008783962,0,0.165909688,0.572022997,0.018134064,0,0,0,0.031601117,0.013279161,0,0,0,0.195301558,0,0,0,0,0,0,0,0,0.030283896,0.012592945,0,0,0,0.059984428,0.045017891
TCGA-GL-A4EM-01A,1,0.107526898,0.076348512,0.014025889,0.038712379,1.420717239,0.33327435,0.23919335,0,0,0.05273828,0,0,0,0.093197327,0.061015243,0.037172197,1.632390376,0.060830459,0,0.931114007,0.066790931,0,0,0.039063694,0.457313129,0.268363241,0,0.030720149,0.05386977,0,0.319742727,0.033385203,0.213129256,0.214361263,0.35799701,0,0.095160102,0.029720253,0.02233083,0.030948905,0.055185322,0.017449302,0.226826688,0.107371747,0,0,0.49667325,0.115911652,0.155926243,0.027088546,0.153020192,0.018573225,0.053392467,0.892216279,0,0,0.678846528,0.047953978,0,0,0.116659962,0,0.023369966,0,0.243208543,0.017826077,0,0,0.055558442,0,0,0,0,0,0,0,0,0,0.054063089,0,0.12087393,0,0.343861984,0.630059214,0.949373616,0.204385471,0.015285182,0.130979579,0.022689543,0,0,0,0,0,0.048107106,0,0,0.070346642,0,0,0.064337717,0,0.01533965,0.038076427,0.01510891,0,0,0,0.043458292,0,0,0.076413062,0,0,0,0,0.035771106,0,0.024691292,0,0,0,0,0.091083825,0,0,0,0,0.417255424,0.134057085
TCGA-2Z-A9JN-01A,1,0.031762319,0,0,0,0.01995422,0,0.025959903,0.026388097,0,0,0.018598498,0,0,0,0,0.005046286,0,0.059905829,0.050634224,0,0.01097096,0,0,0,0,0,0.119761591,0,0,0,0.072877234,0,0.072165149,0.005161648,0.079586721,0,0.026172652,0.357070238,0.026937571,0.335701552,0.029896139,0.007052982,0,0.169245075,0,0.566717005,0.059402615,0,0.144136545,0.332894924,1.11881439,0.02980436,0.043160484,1.408623746,0.156332198,0,0.157346634,0.038750253,0,0,0,0,0.009457661,0,0.199003151,0.189288855,0,0.04218524,0,0.074605638,0.230020006,0,0,0,0,0,0,0,0.086123924,0,0.598247778,0.154342103,0,0,0.259846306,0,0.01232465,0,0.00612716,0,1.053959807,0,0.062940513,0,0,0,0,0.023041964,0,0,0,0,0.012368613,0.060854928,0,0,0,0,0.035106944,0,0,0.020917218,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080282607,0.110426019,0,0.005402932,0
TCGA-UZ-A9PV-01A,1,0.269352795,0,1.045995622,1.866252391,0.059187236,0,1.883543524,0,0.034735058,0.084225015,0.067204945,0.006290582,0.681721333,0.442728173,0.431646607,0.525073467,0.227889326,0.221716498,0.193092091,0.42949985,0.537462833,1.761452234,0.194250139,0.031619875,0,0.254067063,0.03095599,0.033042513,0.043646993,1.031091178,0.889996844,0.010866108,0.670149489,0.050919368,0.984460471,0.073154719,0.243052827,0.053541942,0.02699935,0.103534707,0.059319544,0.035004956,0.109089497,1.725969768,0.006910631,0,0,0.31922037,0.17841555,0.106363712,0.202340826,0,0.126069695,0,0,0.307438893,0.429217123,0,0,0,0.043914889,1.328112975,0.092103373,2.370711047,0.052501907,0.070647466,0.043182125,0,0,0.278322617,0,0.082650818,0.142027527,0.0461738,0,0.149910777,0,0,0,0,0.010143486,0,0.307775456,0.008956027,0.272260205,0.008416883,0.012353059,0,0.146195991,0,0,0,0.02737404,0,0,0,0.769678437,0.293861953,0,0,0.634394357,0.005453045,0.096316451,0,0.012210458,0,0,0,0,0,0.008248512,0,0,0,0.050962038,0,0.028948428,0.340573628,0.010018176,0,0.212754546,0.034685533,0,0,0,0,0,0,0.021540754,0.109181336
TCGA-5P-A9KF-01A,1,0.162449058,0,0.02510736,0.437568533,0.683363833,0,2.007840212,0.223626667,0,0.263892255,1.416421658,0.268135591,0.291698351,0.378276456,0.346758841,1.48737303,0.729334799,0.467429364,0.213350763,0.926348874,0.99728358,0.312478584,0.44455975,0.069456427,0,0,0,0.009269377,0.891098131,0.367754961,1.146451134,0.982574221,0.871549589,0.233781522,1.126930348,0.049256838,0.071834124,0.03991313,0.116488413,0.870278579,0.049678653,0.054176093,0.038881335,1.634947259,0.060391691,0.075423591,0.008430869,0.379253491,0.638493298,0.347637643,0.138206449,0,0.139633104,0.206425306,0,0,1.43120497,0.085062608,0.030470616,0,0.019714159,0.669680362,0.062147866,1.311858303,0,0.016026531,0,0,0.050015183,0.616178437,0,0,0.157216238,0.025875222,0,0,0,0.084006586,0,0,0.077195594,0.012921195,0.296474161,0.105988038,0,0.018667516,0.229292199,0.020387129,0.610670584,0.382396294,0,0,0.0304318,0,0,0,0.084531298,0.025678887,0.007061039,0,0.495443492,0,0.02744926,0,0.027038065,0,0,0,0,0,0.018295387,0,0,0.059857551,0,0,0,0.135892437,0,0,0.314000033,0.076095023,0,0.041631685,0.017351507,0,0,0,0.018001414,0.061769708
TCGA-2Z-A9JK-01A,1,2.426482286,0,0.059403578,0.01526646,2.439142013,0.38399183,1.321310817,0.011042487,0,0.551912655,3.140321866,1.284172186,0.314849851,0.717086881,1.092307604,1.600110757,0.04285134,1.647894524,0.272804631,6.802482729,0.083125843,0.11666731,0.640284159,0.599627543,2.366804379,0.214044946,0.440713742,0.082605551,5.754322393,2.189726282,0.891781042,3.345990713,1.883675359,0.129597814,1.627250035,0.478330163,0.45773774,0.329363678,3.820133933,0.088973566,2.297106672,0.186540843,0.080089125,2.19099821,0.026602635,0.16943085,0.36263625,0.347890925,0.557740905,1.886994223,1.331874648,1.450669563,0.339653921,0,0.311317767,0.513396971,1.991692579,0.179130753,0.062956792,0.3064675,5.969306062,3.796805573,3.577246334,4.681619611,3.647067567,1.716187448,0.640982748,0.157398351,0.576697987,0.207440903,0.153051097,0.362516122,0.322637879,0.377828722,0,0.074577082,0,0.073415555,0,0,1.343859497,0.044510088,0.056206092,1.962114443,0.119359846,0.632232801,0.632219345,1.382252016,4.068493474,3.427018279,0.512615907,0.437615274,0.069697666,0,2.939475972,0.633291438,0.998751659,0.707769366,0.024444074,0.411086568,2.191470702,0.317134824,0.407225627,1.966490413,0.125115908,0.448692068,1.512287476,0.261107813,0.099998118,0.083898537,0.085581924,0.244148557,0.295442764,0.102685316,0.097180115,0.057809765,0,0.228973952,0,0,0.182341538,0.27763867,0.086052698,0.07173957,0.185178575,0.585161912,0,2.717988611,0.01568635,0
TCGA-A4-A5Y1-01A,1,1.05231829,0.628821665,0.216357327,1.216835118,2.325757695,0,2.504309518,0,0.376778397,0.071237684,3.227174367,0.436384048,0.127595764,0,0.160226018,0.808695246,0.040650465,0.405003277,1.742359991,0.502651084,0.383532887,1.78594037,0.549270828,0.520253649,0.244147572,0.24524637,1.168909008,1.62131253,0.202223192,0.725561387,1.795489951,0.109294621,0.662124602,0.095174603,0.340327726,0.036300134,0.455009637,0.082930598,1.111441354,0.470842206,1.301613762,0.598693543,0.441193758,2.182569423,0.512307293,0.161080015,0,0.633621825,0.826879958,2.643239563,0.617993322,0.306858371,0.07849635,1.890819246,0,0.344938037,1.110968669,0.137834482,0.056489458,0.008605374,0.016290299,2.329234879,0.023109096,4.170122864,0,0.026359962,0.05270912,0.076743631,0.158929732,0.091054214,0,0.076090178,0.172102554,0,0.107098164,0.093630364,0.742812008,0.046826843,0.179055588,0,0.006219737,0.784688737,1.049285652,1.24654909,1.298405352,0.190963213,0.250433382,0.248456123,2.264825693,0.991366264,0,0,0.04443475,0,0.01204154,0,0.092755596,0.142418679,0.027008563,0,0.725810365,0.010001583,0.022692538,0.037653525,0.007489228,0,0,0,0.021648273,0,0.010095341,0.075575375,0.01032269,0.033242191,0.206792384,0.012371541,0,0.283790655,0,0,0,0.103668334,0.00798285,0.068089608,0.009573107,0.144525825,0.03479512,0,2.949840168,0.470009584
TCGA-4A-A93W-01A,1,0.277815973,0,0.464839389,0.038145251,0.083545182,0,1.113463325,0.004645535,0,0,0.264246817,0.015304018,0.316950951,0.989950154,0.173351396,0.098569409,0.57873912,0.277548749,0,0.087716542,0.065821742,0.613846617,0.062077306,0,0,0.343170259,0.018965646,0.005089121,0.053084644,0.194975059,0.160515064,0.299399077,0.129747188,0.025077983,0.721651429,0.036169898,0.181857709,0.022018179,0.086063106,0.075060266,0.018355835,0.092116203,0.075756375,1.801774752,0.008428147,0,0.166200477,0.27028295,0.254301873,0.397726791,0,0.01829926,0.152413959,0.224859733,0.189007666,0.271439643,0.861908481,0,0,0.008574204,0.485192212,0,0.18491592,0.06043419,0,0.069004728,0,0,0,0.090733608,0.098243079,0,0.527907674,0,0,0,0,0.091856995,0.053275197,0,0.012367873,0,0.516267453,3.716171662,1.305894137,0.045623563,0.015059465,0.941600487,0.369050567,0,0,0,0.022307731,0.020246198,0.023896993,0,0,0.069327087,0,0,0.535334992,0,0.088391461,0.074085971,0.029619539,0,0,0,0.12483361,0,0.010058793,0.567810731,0,0,0,0,0,0,0,0,0.068290271,0.042213685,0.047078794,0,0,0,0,0,0,0
TCGA-EV-5903-01A,1,0.395800535,0.020871584,0.098591788,0.076823549,0.17904377,0.108880246,0.488048667,0.052233803,0.034610201,0,0.113787535,0.024909246,0,0.099730274,0.120187131,0.111676915,0.227122255,0.211407819,0.05056798,0.17372212,0.095735198,0,0,0.436435845,0,0,0.046023037,0.008301624,0,0.130304663,1.076411882,0.021572808,0.10680047,0.030656021,1.215954004,0.014876675,0.02613812,0.076443278,0.053311605,0.258496736,0.015005607,0.11530149,0.068895703,0.271633261,0,0.022924478,0.022533768,0.153366241,0.037357334,0.064524049,0.163515163,0,0.125630472,0.350994027,0.080178638,0.094388535,0.032828913,0.113116459,0.010986204,0,0,0,0.018828787,0.335691455,0,0.028572159,0.203348319,0.042129889,0.324993083,0.074508833,0.080712727,0,0.207415198,0,0,0,0,0,0,0,0,0,0.739802496,0.052731666,0.790127323,0.085715615,0.024512503,0.01826597,2.370061343,0,0,0.241459529,0.009149213,0,0,0,0,0,0,0,0.102147799,0,0.060729905,0.030707804,0,0,0.027224335,0,0,0.00983604,0.008218591,1.451857894,0,0,0,0,0,0,0,0,0.028272222,0,0,0.143847038,0,0,0,0,0.010771399,0.349540806
